Compañía,NOMBRE_CLIENTE,Cliente,NOMBRE_UNIDAD,Unidad,NOMBRE_SERVICIO,Servicio,Grupo,NOMBRE_GRUPO,MACROZONA,ZONA,Fecha_Inicio_Min,Fecha_Fin_Max,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,GREMCOR INMOBILIARIA S.A.C.,158314,Gremcor Chorrillos,22820,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S4,2024-10-30,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Idiomas Chacarilla,9515,AGENTE SEGURIDAD 08 HRS L/S DÍA,18,"","",ZONA SUR,ZONA S3,2024-01-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,SOCIEDAD MINERA EL BROCAL S.A.A.,8601,SMEB Site Santa Barbara,13094,AGENTE SEGURIDAD 24 HRS L/D (Acuartelado),96,"","",REGION CENTRO,REGION HUANCAVELICA,2020-05-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,HAUG S.A.,67379,Haug Local Lurín,1816,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA SUR,ZONA S6,2010-04-15,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,TERMINAL INTERNACIONAL DEL SUR S.A.,108201,Tisur Planta Matarani,9476,OPERADOR CENTRO CONTROL 24 HRS L/D (3 TURNOS),460,0071,GRUPO ROMERO,REGION SUR,REGION AREQUIPA,2019-12-01,2099-12-31,10,9.0,6,0.5,3.0,111.11,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,DIVECENTER S.A.C.,64608,Divemotor Local Ayllón Seminuevos Agustino,26438,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C3,2025-03-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo Selva S.A.C.,LOGISTICA PERUANA DEL ORIENTE S.A.,159297,LPO Sede Pucallpa,22888,OPERADOR CENTRO CONTROL 24 HRS L/D,113,0071,GRUPO ROMERO,REGION ORIENTE,REGION UCAYALI,2023-03-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,23649,Local Las Torres,1685,INSPECTOR DE PATRIMONIO 24 HRS L/D,092,0002,GRUPO GLORIA,ZONA CENTRO,ZONA C1,2014-01-01,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo Selva S.A.C.,PLUSPETROL PERU CORPORATION S.A.,108413,Pluspetrol Almacenes KM10,26072,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION ORIENTE,REGION UCAYALI,2024-10-22,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,GRUPO PATIO COMERCIAL SOCIEDAD ANÓNIMA CERRADA - G,125631,Plaza Del Sol Huacho,13335,ADMINISTRADOR PARKING 08 HRS L/D DÍA,M61,"","",REGION NORTE,REGION HUACHO,2025-03-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,AEROPUERTOS DEL PERU S.A.,56948,ADP Ciudad Anta Huaraz,1473,AGENTE SEGURIDAD 08 HRS L/D DÍA,16,"","",REGION NORTE,REGION HUARAZ,2025-01-01,2099-12-31,3,3.5,3,0.16666666666666666,0.5,85.71,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CERAMICA SAN LORENZO SAC,126664,Ceramica San Lorenzo Planta 3,13486,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S7,2023-05-01,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,RIMAC SEGUROS Y REASEGUROS,7044,Rimac Oficina Arequipa,2643,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,0045,GRUPO BRECA,REGION SUR,REGION AREQUIPA,2018-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,DISTRIBUIDORA NORTE PACASMAYO SRL,12349,Cantera SOJO,26449,AGENTE SEGURIDAD 24 HRS L/D,95,0023,GRUPO PACASMAYO,REGION NORTE,REGION PIURA,2025-01-01,2025-05-02,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,EPSON PERU S.A,69471,Epson Perú Local San Isidro,2006,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C7,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,11883,Banbif Oficina Arequipa Centro,25108,AGENTE SEGURIDAD 11 HRS L/S (DÍA),29,"","",REGION SUR,REGION AREQUIPA,2025-01-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,63394,Adidas 419 Foes Cajamarca,24415,AGENTE SEGURIDAD 08 HRS L/D TARDE,519,"","",REGION NORTE,REGION CAJAMARCA,2025-04-05,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,IN GROUP CONSULTORIA E INVERSIONES S.A.C.,141493,In Group C.E.I Edificio Cavenecias,19324,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C10,2020-11-01,2099-12-31,3,4.666666666666667,4,0.16666666666666666,0.6666666666666666,64.29,-1.67,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,22801,Serv. Adic. Aceros Arequipa Descarga de Alambrón,26207,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION SUR,REGION ICA,2025-05-14,2025-05-14,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,INDUSTRIAS FIBRAFORTE S A,136519,Fibraforte Planta Chilca,17169,JEFE DE GRUPO 24 HRS L/D,106,"","",ZONA SUR,ZONA S5,2019-11-22,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MONTANA S A,61607,Montana Sede Santa Anita,1332,AGENTE SEGURIDAD 10 HRS L/V (DÍA),27,"","",ZONA CENTRO,ZONA C2,2025-05-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Mantenimiento de Maestranza,17637,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA NORTE,ZONA N8,2016-08-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Serv. Adic. Real Plaza Chiclayo,13403,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",REGION NORTE,REGION CHICLAYO,2025-05-09,2025-05-10,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Serv. Adic. Real Plaza Centro Cívico,13578,AGENTE SEGURIDAD 08 HRS L/D DÍA,16,"","",ZONA RETAIL,ZONA RT1,2025-05-10,2025-05-11,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,YURA S.A.,23085,Almacén Guardia Civil,15113,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CAL & CEMENTO SUR S.A.,22776,Proyecto Bravo 8,15128,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0002,GRUPO GLORIA,REGION SUR,REGION PUNO,2019-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,TRUPAL S.A.,24546,Almacén FYM Sullana,21012,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION NORTE,REGION PIURA,2022-05-26,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,61262,America TV Filial Huancayo,14656,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION CENTRO,REGION JUNIN,2019-04-29,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,GERIMED S.A.C.,131195,Gerimed Local Higuereta,14679,AGENTE SEGURIDAD 11 HRS L/D (DÍA),30,"","",ZONA SUR,ZONA S3,2022-09-29,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INVERSIONES CENTENARIO S.A.A.,111592,Estación de Bombeo 10C Santa María,26466,AGENTE SEGURIDAD 24 HRS L/D,95,0073,GRUPO CENTENARIO,ZONA RETAIL,ZONA RT2,2025-03-18,2025-05-15,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,ASOCIACION PERUANO JAPONESA,85536,APJ Sede Policlínico,20948,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C11,2021-10-01,2099-12-31,3,4.666666666666667,4,0.16666666666666666,0.6666666666666666,64.29,-1.67,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,106877,U. Cont. Campus Cusco,25746,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,"","",REGION SUR,REGION CUZCO,2024-08-16,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ALJOP S A,133670,Aljop Local Trujillo,15293,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION TRUJILLO,2021-08-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,7592,Antamina Mina Huaraz,4992,OPERADOR BILINGÜE CENTRO CONTROL 08 HRS L/D DÍA,F91,"","",REGION NORTE,REGION HUARAZ,2025-01-01,2099-12-31,3,5.25,3,0.75,2.25,57.14,-2.25,2.25,0.0,FALTA
J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,23444,Local Huacho,26439,AGENTE SEGURIDAD 12 HRS D/V NOCHE,899,0002,GRUPO GLORIA,REGION NORTE,REGION HUACHO,2025-05-09,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,7139,BCP Sede Santa Raquel Ate,23454,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C2,2023-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,111643,Serv. Adic. Agente nocturno piso 10 TR,26641,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0073,GRUPO CENTENARIO,ZONA RETAIL,ZONA RT1,2025-05-10,2025-05-10,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,LOGISTICA DE INSUMOS Y MATERIALES SOCIEDAD ANONIMA,141496,Serv. Adic. Manuchar Gambetta,22586,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA NORTE,ZONA N4,2025-05-03,2025-05-04,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SAN FERNANDO S.A.,8330,San Fernando Supervisor Lima Provincia Huacho (Tareo),23927,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),156,"","",REGION NORTE,REGION HUACHO,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MOLITALIA S.A,22949,Molitalia Planta Cajamarquilla,17484,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C1,2025-01-01,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,54550,HB Uno Ica Panamericana Parking,25961,AGENTE PARKING 12 HRS L/D TARDE,L58,"","",ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2024-09-16,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,GESTION DE SERVICIOS AMBIENTALES S.A.C.,66944,Disal Ilo,7719,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION SUR,REGION MOQUEGUA,2020-07-02,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,EMBAJ. DE ITALIA INST. ITALIANO DE CULTU,150569,Instituto Italiano de Cultura Sede Av. Arequipa,21310,AGENTE SEGURIDAD 08 HRS L/D DÍA,16,"","",ZONA CENTRO,ZONA C7,2022-02-03,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,GAS NATURAL DE LIMA Y CALLAO S.A.,86429,Serv. Adic. Calidda Sede Atocongo,21778,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA SUR,ZONA S2,2025-05-10,2025-05-11,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,MANUFACTURAS ELECTRICAS S A,22931,Manelsa 2 Local Alberto Dansey,10459,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C5,2006-01-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,23444,Exportaciones Huachipa,15265,PUESTO  ESPECIAL DE COORDINADOR,211,0002,GRUPO GLORIA,ZONA CENTRO,ZONA C1,2019-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Guardia Civil Cuadra 2 San Borja Parking,22418,VALET PARKING 12 HRS L/V + 09 HRS SAB DÍA,L15,0129,GRUPO AUNA,ZONA PARKING Y DELIVERY,ZONA PD1,2022-10-13,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,82747,Local La Joya Arequipa,8998,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0044,GRUPO FERREYROS,REGION SUR,REGION AREQUIPA,2024-03-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,55712,Guardianía Mejia,2153,GUARDIAN 24 HRS L/D,080,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,0,1.1538461538461537,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,75979,Planta Pre Mezclado La Joya,6650,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,HAUG S.A.,67379,Proyecto Monte Azul Mollendo,26085,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION AREQUIPA,2013-07-09,2099-12-31,4,4.666666666666667,4,0.16666666666666666,0.6666666666666666,85.71,-0.67,0.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,SOFTYS PERU S.A.C.,87857,Softys Planta Los Rosales Santa Anita,18990,SUPERVISOR SEGURIDAD VEHICULAR 24 HRS L/D,G66,"","",ZONA CENTRO,ZONA C2,2020-10-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,75608,Tasa Planta Malabrigo,2680,AGENTE SEGURIDAD 12 HRS L/D (NOCHE) (Acuartelado),605,0045,GRUPO BRECA,REGION NORTE,REGION TRUJILLO,2025-05-13,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,54550,HB Uno Dueñas Lima Parking,25959,AGENTE PARKING 12 HRS L/D TARDE,L58,"","",ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2024-09-16,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CONSORCIO INTI PUNKU,163392,Inti Punku AIJC Seguridad Perimetral,23427,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA AVIACION,ZONA A1,2023-07-01,2099-12-31,12,21.0,18,0.16666666666666666,3.0,57.14,-9.0,9.0,0.0,FALTA
J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,11883,Banbif Oficina Sullana,25103,AGENTE SEGURIDAD 11 HRS L/S (DÍA),29,"","",REGION NORTE,REGION PIURA,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,YURA S.A.,23085,Almacén Ilo,1831,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0002,GRUPO GLORIA,REGION SUR,REGION MOQUEGUA,2024-12-14,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,22888,Hiraoka Tienda Independencia (Resguardos),25583,RESGUARDO 12 HRS L/S NIVEL 3 (DÍA),789,"","",ZONA RESGUARDOS,ZONA CR1,2024-09-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,INVERSIONES MIRANAVES SOCIEDAD ANONIMA CERRADA - M,144268,RONDA CHIMBOTE,24367,SUPERVISOR SEGURIDAD 08 HRS L/D DÍA,216,0045,GRUPO BRECA,REGION NORTE,REGION CHIMBOTE,2023-11-06,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,RED DE ENERGIA DEL PERU SA,90912,REP SE Pariñas Tumbes,5069,AGENTE SEGURIDAD 24 HRS L/D,95,0059,GRUPO RED,REGION NORTE,REGION TUMBES,2014-05-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,APM Callao Coordinador (VA),4418,ASISTENTE ADMINISTRATIVO 12 HRS L/S DÍA,I51,"","",ZONA NORTE,ZONA N6,2021-09-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,AJINOMOTO DEL PERU S A,22743,Ajinomoto Planta Callao (Tareo),4121,JEFE DE GRUPO 24 HRS L/D,106,"","",ZONA NORTE,ZONA N4,2013-06-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,93918,CTM SE Yarabamba Arequipa,12498,AGENTE SEGURIDAD 24 HRS L/D,95,0059,GRUPO RED,REGION SUR,REGION AREQUIPA,2017-12-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,DIVECENTER S.A.C.,64608,Divemotor Local Arriola 550 La Victoria,26546,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C4,2025-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,METALPREN S. A.,145649,Metalpren Local Principal Minerales 310,20039,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,"","",ZONA NORTE,ZONA N8,2022-05-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Onco 5 Guardia Civil San Borja Cdra. 5,21689,AGENTE PREVENCIÓN 12 HRS L/S DÍA,K25,0129,GRUPO AUNA,ZONA SUR,ZONA S1,2022-05-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,TS - LOGISTIC S.A.C.,125953,TS Logistic Sede Ate,13364,AGENTE SEGURIDAD ARMADO 12 HRS L/D DÍA,I98,"","",ZONA CENTRO,ZONA C3,2025-05-06,2025-05-06,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CUSHMAN & WAKEFIELD PERU S.A.,99042,Cushwake Local San Isidro Piso 13,23164,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C7,2022-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,23649,Residencia Choquehuanca PTO 3,353,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0002,GRUPO GLORIA,ZONA RESIDENCIAS,ZONA RG2,2023-11-08,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo Selva S.A.C.,PALMAS DEL ESPINO S.A.,108343,Palmas del Espino Palmawasi Uchiza,26178,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION ORIENTE,REGION SAN MARTIN,2024-09-01,2099-12-31,21,24.0,16,0.5,8.0,87.5,-3.0,3.0,0.0,FALTA
J&V Resguardo S.A.C.,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,APM Callao Refrigerantes,22803,AGENTE REFRIGERANTE 08 HRS L/D DÍA,I95,"","",ZONA NORTE,ZONA N6,2023-01-01,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,113623,Mina Pallancata,10312,AGENTE CONDUCTOR 24 HRS L/D,398,"","",REGION SUR,REGION AREQUIPA,2025-01-01,2099-12-31,3,6.0,4,0.5,2.0,50.0,-3.0,3.0,0.0,FALTA
J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Radioncología SI Miraflores,21691,AGENTE PREVENCIÓN 24 HRS L/D,K23,0129,GRUPO AUNA,ZONA CENTRO,ZONA C7,2022-05-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,7006,Repsol San Francisco El Agustino,16453,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0099,GRUPO REPSOL,ZONA NORTE,ZONA N3,2022-10-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Estudios Grales. Ciencias EE.GG.CC,17638,AGENTE SEGURIDAD 08 HRS L/S DÍA,18,"","",ZONA NORTE,ZONA N8,2023-03-20,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CONFECCIONES TEXTIMAX S A,58098,Textimax Planta Estrada,1872,AGENTE SEGURIDAD 24 HRS L/D,95,0033,GRUPO TEXTIMAX,ZONA CENTRO,ZONA C2,2010-06-01,2099-12-31,4,4.666666666666667,4,0.16666666666666666,0.6666666666666666,85.71,-0.67,0.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ROCHE FARMA (PERU) S.A.,100720,Roche Perú Servicio de Resguardo,7977,RESGUARDO 14 HRS L/S DÍA,L48,"","",ZONA RESGUARDOS,ZONA CR1,2023-12-31,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
